Year,Team,STADIUM,G,BF,AB,IP,HA,HRA,SH,SF,BBBA,K,AR,ER,ERA,AB,R,H,2B,3B,HR,RBI,SB,CS,SH,SF,BBB,SO,GIDP,E,AVG
1994,SAM,JJ,9,331,295,770.66,78,8,5,0,30,57,34,29,3.36,308,51,85,16,2,16,50,9,4,6,3,44,41,7,10,0.276
1994,SAM,CJ,3,100,90,25,24,3,2,1,7,11,11,10,3.6,95,9,22,4,0,2,9,3,0,4,1,5,11,1,3,0.232
1994,LOT,DG,9,325,287,75,82,16,3,0,35,38,43,42,5.04,285,33,61,5,3,2,29,13,5,6,4,39,44,8,3,0.214
1994,LOT,DJ,6,227,191,52,42,2,5,2,29,36,30,29,5.02,207,28,54,9,1,5,27,14,2,3,4,24,40,3,10,0.261
1994,LOT,MS,4,155,138,36,40,1,4,1,12,18,20,18,4.5,129,13,34,2,1,1,13,2,2,1,1,9,24,5,4,0.264
1994,LOT,MU,9,336,294,740.33,83,15,7,2,33,34,61,55,6.66,307,36,82,15,0,7,36,13,2,5,2,26,54,13,8,0.267
1994,LOT,IC,9,318,295,77,83,10,3,2,18,54,43,36,4.21,304,24,79,19,0,1,23,3,6,5,4,30,43,6,9,0.26
1994,LOT,SJ,59,2321,2047,536,571,34,38,16,220,260,277,249,4.18,1920,235,499,89,21,25,216,87,50,23,16,216,296,27,27,0.26
1994,LOT,JS,18,667,580,1600.66,146,9,10,4,73,102,74,68,3.81,617,69,155,22,6,3,63,29,14,10,11,50,116,7,12,0.251
1994,LOT,JJ,9,336,292,770.33,81,12,10,4,30,38,42,38,4.42,312,46,93,18,1,11,45,10,6,4,6,30,41,10,6,0.298
1994,LOT,CJ,3,106,88,24,28,2,4,1,13,10,14,14,5.25,94,5,15,1,0,3,5,4,1,0,0,6,14,1,0,0.16
1994,OB,GS,4,147,133,360.66,31,1,3,1,10,15,10,8,1.96,129,12,24,2,0,1,12,11,2,2,3,17,22,2,3,0.186
1994,OB,DG,9,337,280,76,76,10,5,5,47,49,45,38,4.5,303,45,77,10,0,12,44,12,5,6,2,33,57,6,8,0.254
1994,OB,DJ,6,221,186,49,53,2,9,3,23,34,28,24,4.41,211,17,57,12,0,4,16,6,0,3,0,10,33,3,4,0.27
1994,OB,MU,9,319,282,76,68,4,7,2,28,43,32,29,3.43,291,25,59,10,0,6,24,3,4,8,1,30,65,4,7,0.203
1994,OB,SJ,9,345,301,79,72,1,1,1,42,53,39,30,3.42,327,43,91,23,0,6,43,3,2,6,2,35,57,4,10,0.278
1994,OB,IC,9,327,284,76,76,10,7,2,34,44,43,37,4.38,318,51,88,15,1,12,50,5,4,6,4,22,39,5,8,0.277
1994,OB,JS,72,2690,2375,6470.33,603,23,52,17,245,402,275,233,3.24,2271,253,552,78,16,27,241,38,34,53,19,251,392,49,55,0.243
1994,OB,JJ,5,183,153,410.66,38,4,3,1,26,17,27,23,4.97,162,18,38,4,0,5,16,1,3,4,2,10,34,2,3,0.235
1994,OB,CJ,3,107,98,26,25,1,2,0,7,13,8,4,1.38,101,13,27,5,1,2,13,2,0,5,0,9,13,1,3,0.267
1994,SSB,GS,5,184,153,47,25,1,4,3,24,26,12,12,2.3,162,12,39,6,4,1,12,7,4,5,1,10,22,4,2,0.241
1994,SSB,DG,9,354,298,810.33,77,6,6,3,47,48,46,42,4.65,322,44,87,14,1,10,43,10,8,7,2,35,50,7,5,0.27
1994,SSB,DJ,9,320,257,73,66,4,9,4,50,48,38,37,4.56,283,36,65,4,1,7,33,8,2,5,6,25,47,7,2,0.23
1994,SSB,MS,1,39,34,8,13,1,0,1,4,1,7,7,7.88,33,5,7,3,0,1,5,2,0,1,0,5,2,0,1,0.212
1994,SSB,MU,9,366,314,82,94,11,12,3,37,34,48,44,4.83,303,27,63,15,1,7,25,11,4,5,0,30,48,10,5,0.208
1994,SSB,SJ,8,291,262,68,77,4,6,5,18,28,40,33,4.37,286,34,84,19,1,4,33,19,6,3,2,23,29,3,8,0.294
1994,SSB,IC,9,348,294,75,97,11,9,3,42,49,58,54,6.48,296,38,82,14,1,3,34,6,5,8,0,36,36,13,6,0.277
1994,SSB,JS,18,700,602,1510.33,183,10,9,5,84,94,105,94,5.59,600,73,152,22,7,10,66,19,12,15,3,53,96,13,15,0.253
1994,SSB,JJ,58,2288,1975,530,537,62,49,23,241,306,280,264,4.48,1857,225,448,63,4,44,204,69,26,51,9,206,292,29,29,0.241
1996,HAE,GS,2,83,71,18,23,1,0,1,11,10,8,8,4,72,12,23,3,1,1,12,1,3,0,0,13,11,3,0,0.319
1996,HAE,DG,9,319,288,79,58,6,2,0,28,56,26,26,2.96,301,55,83,12,4,10,50,21,3,11,5,53,45,8,9,0.276
1996,HAE,DJ,6,203,181,52,34,9,3,1,18,26,21,20,3.46,203,27,50,9,1,4,26,8,3,3,0,30,41,4,3,0.246
1996,HAE,MS,1,39,36,9,14,1,0,0,3,3,6,6,6,38,10,15,2,1,1,9,3,0,3,1,4,6,1,0,0.395
1996,HAE,MU,63,2327,2077,585,450,51,41,5,203,456,219,196,3.02,2046,289,509,94,7,63,263,80,30,32,15,250,379,43,52,0.249
1996,HAE,SJ,8,283,252,70,60,4,2,2,27,40,16,16,2.06,269,44,69,12,1,2,41,23,4,6,4,38,33,5,3,0.257
1996,HAE,IC,9,313,278,80,60,7,2,2,31,60,21,18,2.03,303,24,65,14,0,1,20,6,5,3,0,32,54,7,3,0.215
1996,HAE,JS,18,675,592,1570.33,152,16,9,4,70,99,80,67,3.83,605,63,139,27,2,3,60,23,7,9,3,77,122,10,14,0.23
1996,HAE,JJ,7,262,221,580.33,63,0,6,1,34,36,30,29,4.47,225,15,39,11,1,3,14,4,1,2,0,27,36,3,7,0.173
1996,HAE,CJ,3,114,98,25,31,3,2,0,14,19,14,10,3.6,106,15,30,7,0,4,15,1,1,2,1,11,17,2,5,0.283
1996,HYU,DG,9,334,291,79,65,3,3,4,36,44,32,27,3.08,298,47,78,18,3,7,45,13,6,8,4,48,43,5,8,0.262
1996,HYU,DJ,6,212,187,52,43,5,1,0,24,37,13,12,2.08,193,25,45,13,2,2,25,8,5,8,2,16,37,1,1,0.233
1996,HYU,MS,2,73,65,17,20,2,1,0,7,6,11,11,5.82,71,8,18,4,0,2,8,1,0,0,0,4,9,1,0,0.254
1996,HYU,MU,9,303,269,76,51,6,4,2,28,58,30,24,2.84,281,25,62,12,0,8,23,7,5,7,0,28,64,5,8,0.221
1996,HYU,SJ,7,266,245,59,75,3,3,0,18,36,35,33,5.03,229,26,57,4,0,4,25,9,9,3,2,35,47,3,6,0.249
1996,HYU,SW,5,187,167,46,39,2,6,2,12,32,20,17,3.33,164,12,41,7,3,0,11,8,1,5,1,19,23,4,6,0.25
1996,HYU,IC,58,2212,1972,547,432,37,31,12,197,386,202,170,2.8,1875,227,443,82,8,66,212,41,45,45,14,218,346,33,37,0.236
1996,HYU,JS,18,680,594,1620.33,147,9,15,5,66,94,60,52,2.88,602,76,147,14,3,8,72,14,13,19,6,75,106,10,15,0.244
1996,HYU,JJ,9,327,279,75,79,6,10,3,34,34,39,29,3.48,307,30,81,14,1,6,27,6,3,6,1,18,51,3,5,0.264
1996,HYU,CJ,3,113,98,270.33,23,3,5,0,10,22,12,10,3.29,107,17,29,3,1,3,14,5,3,3,0,7,21,1,1,0.271
1996,SSB,GS,2,85,72,18,23,1,0,0,13,11,12,12,6,71,8,23,3,1,1,8,3,0,0,1,11,10,2,2,0.324
1996,SSB,DG,9,329,291,80,70,6,5,3,30,55,25,22,2.48,302,46,82,17,4,4,43,7,10,9,5,57,50,8,8,0.272
1996,SSB,DJ,9,353,282,760.66,78,5,10,6,55,68,42,41,4.81,316,47,81,16,1,5,39,5,2,11,1,31,63,3,4,0.256
1996,SSB,MS,1,36,31,9,8,0,1,0,4,4,2,2,2,32,3,10,1,0,0,0,0,1,3,0,2,6,0,0,0.313
1996,SSB,MU,9,342,298,83,70,6,4,6,34,65,34,28,3.04,305,41,64,14,1,7,36,11,4,8,3,43,66,10,9,0.21
1996,SSB,SJ,8,300,254,680.33,83,4,11,4,31,35,32,30,3.95,270,31,83,11,1,7,30,8,7,8,3,22,49,6,3,0.307
1996,SSB,IC,9,323,276,800.33,55,8,8,2,37,55,27,24,2.69,304,33,71,13,1,5,26,6,2,8,6,39,57,9,10,0.234
1996,SSB,JS,18,677,590,158,152,7,12,2,73,87,66,62,3.53,587,79,142,15,9,11,71,15,6,22,13,57,77,11,7,0.242
1996,SSB,JJ,61,2316,2021,552,491,27,41,17,236,364,220,195,3.18,1925,257,529,102,15,18,236,30,27,74,15,235,313,40,44,0.275
1996,HAN,DG,9,325,280,79,61,4,6,4,34,80,27,25,2.85,296,47,77,16,4,5,42,16,7,9,4,47,60,7,4,0.26
1996,HAN,DJ,53,2017,1810,484,429,36,31,7,169,423,210,192,3.57,1651,186,400,80,6,42,182,45,34,46,15,213,317,34,36,0.242
1996,HAN,MS,1,34,31,8,8,0,0,0,3,4,4,4,4.5,36,3,10,0,1,0,3,0,2,0,0,3,6,0,1,0.278
1996,HAN,MU,9,333,288,73,84,14,4,1,40,57,60,52,6.41,288,29,54,8,0,6,28,4,2,6,0,23,83,6,14,0.188
1996,HAN,SJ,8,303,277,72,76,5,4,2,20,59,48,43,5.38,283,51,79,19,2,1,48,6,2,6,2,36,59,4,7,0.279
1996,HAN,SW,1,34,31,9,6,0,2,0,1,4,0,0,0,34,5,9,1,0,1,5,2,0,0,1,2,5,0,1,0.265
1996,HAN,IC,8,285,257,72,56,7,5,1,22,62,25,23,2.88,265,33,57,19,1,5,32,7,6,6,2,31,58,6,2,0.215
1996,HAN,JS,18,692,617,1670.66,136,11,8,2,65,134,66,58,3.11,623,90,167,25,8,13,87,13,9,28,6,78,116,17,14,0.268
1996,HAN,JJ,9,331,293,77,75,7,10,1,26,58,40,34,3.97,281,32,57,17,0,4,31,0,2,8,5,42,66,9,7,0.203
1996,HAN,CJ,10,388,354,91,94,14,6,1,27,68,52,46,4.55,324,46,90,18,1,13,41,2,8,9,0,37,66,9,13,0.278
1996,LOT,DG,9,330,293,78,76,8,3,3,31,50,40,37,4.27,305,43,84,16,5,7,42,17,7,5,4,45,48,5,4,0.275
1996,LOT,DJ,8,281,239,66,64,4,9,1,32,36,36,35,4.77,269,20,61,12,0,7,20,12,1,3,1,20,73,4,2,0.227
1996,LOT,MS,7,282,248,63,72,4,7,1,26,34,35,29,4.14,226,33,70,8,2,5,33,2,5,2,3,24,22,9,6,0.31
1996,LOT,MU,9,338,293,81,70,8,8,2,35,40,36,31,3.44,309,27,68,14,0,4,26,4,1,4,1,25,70,9,4,0.22
1996,LOT,SJ,56,2175,1912,512,504,37,38,17,206,339,256,227,3.99,1881,297,570,119,25,35,288,67,31,38,21,210,277,48,38,0.303
1996,LOT,SW,1,33,32,9,6,0,0,0,1,3,1,1,1,33,4,7,2,0,0,2,0,2,2,0,1,6,0,0,0.212
1996,LOT,IC,8,327,282,74,81,13,9,2,34,36,45,39,4.74,287,32,68,17,0,7,31,5,4,6,0,18,59,4,8,0.237
1996,LOT,JS,18,640,556,152,148,13,18,8,58,94,78,70,4.14,595,68,148,12,4,7,64,26,6,12,4,64,69,12,10,0.249
1996,LOT,JJ,9,344,303,770.66,94,2,8,5,28,49,44,40,4.64,307,37,80,13,2,0,33,6,4,9,4,39,58,3,4,0.261
1996,LOT,CJ,1,36,34,8,12,4,1,0,1,3,9,9,10.13,32,5,5,1,0,0,4,0,0,1,0,2,10,0,0,0.156
1996,SAM,DG,63,2531,2109,572,557,41,50,28,344,342,320,287,4.52,2007,250,493,94,20,42,235,70,33,32,24,259,379,35,51,0.246
1996,SAM,DJ,9,331,281,79,68,9,8,2,39,43,32,29,3.3,306,37,71,12,0,7,36,3,3,2,1,27,85,3,7,0.232
1996,SAM,MS,1,35,32,9,7,1,0,0,3,2,2,2,2,35,7,9,0,0,1,3,4,1,1,0,11,2,0,0,0.257
1996,SAM,MU,9,351,303,810.66,69,5,5,2,41,58,38,36,3.97,319,48,86,16,1,13,46,7,10,4,0,35,63,6,3,0.27
1996,SAM,SJ,8,323,272,660.66,100,3,7,3,41,32,56,48,6.48,270,32,71,23,1,6,30,15,4,2,3,25,52,6,10,0.263
1996,SAM,IC,9,324,280,75,72,15,6,1,37,49,39,35,4.2,287,27,60,16,0,3,26,8,4,2,3,31,60,7,7,0.209
1996,SAM,JS,18,683,578,157,144,14,11,7,87,77,73,70,4.01,608,68,161,17,0,9,64,24,16,8,4,71,99,14,11,0.265
1996,SAM,JJ,9,323,274,77,68,0,10,1,37,51,21,18,2.1,304,41,78,13,1,7,38,4,8,5,2,40,67,6,2,0.257
1996,LG,DG,9,363,295,76,96,7,6,6,56,43,55,51,6.04,297,39,66,10,2,4,37,13,7,4,3,58,41,7,6,0.222
1996,LG,DJ,6,218,190,530.33,49,5,9,2,17,46,20,20,3.38,211,14,48,7,1,2,13,4,2,0,2,10,49,3,1,0.227
1996,LG,MU,9,351,306,770.66,88,10,5,0,40,49,46,41,4.75,289,33,62,6,0,11,32,6,4,9,1,29,51,10,12,0.215
1996,LG,SJ,9,362,314,780.66,92,10,6,4,38,32,55,46,5.26,316,42,76,15,0,9,40,8,4,5,0,34,51,8,13,0.241
1996,LG,IC,9,344,299,82,64,8,8,2,35,46,36,28,3.07,312,33,65,10,0,11,33,5,3,5,0,35,58,5,13,0.208
1996,LG,JS,72,2786,2423,662,613,43,66,19,278,372,322,281,3.82,2375,318,616,93,13,53,300,52,32,62,17,329,349,46,50,0.259
1996,LG,JJ,9,333,282,73,86,2,15,3,33,43,48,39,4.81,294,31,73,19,2,1,29,5,5,7,3,33,47,7,10,0.248
1996,LG,CJ,3,107,94,26,24,3,1,0,12,22,11,10,3.46,109,15,30,4,0,7,15,2,0,0,0,7,20,3,2,0.275
1996,OB,DG,9,324,269,740.66,67,8,7,4,44,51,45,41,4.94,310,43,87,23,2,4,39,10,6,4,3,36,55,8,8,0.281
1996,OB,DJ,9,328,291,79,64,5,6,3,28,61,22,14,1.59,312,40,73,16,0,9,36,3,3,4,0,35,75,3,7,0.234
1996,OB,MS,1,38,31,8,13,1,0,3,4,3,8,8,9,36,4,10,2,0,0,3,0,0,0,0,2,5,1,0,0.278
1996,OB,MU,9,325,289,75,77,14,2,2,32,52,45,40,4.8,286,16,54,12,0,2,13,6,3,3,0,20,59,14,8,0.189
1996,OB,SJ,8,313,267,680.66,84,6,5,6,35,43,55,53,6.95,275,30,69,12,0,8,30,4,2,8,3,16,48,5,1,0.251
1996,OB,SW,3,122,101,260.66,29,0,3,1,17,16,11,11,3.71,100,11,23,3,0,1,11,2,1,4,1,9,21,1,2,0.23
1996,OB,IC,6,236,203,54,55,8,7,4,22,38,34,27,4.5,214,20,46,5,1,5,17,7,3,1,1,11,40,4,8,0.215
1996,OB,JS,72,2740,2372,657,591,38,68,25,274,360,265,239,3.27,2327,248,563,83,19,47,228,44,30,47,19,220,379,52,49,0.242
1996,OB,JJ,9,333,273,760.66,64,1,15,1,43,42,35,26,3.05,303,34,83,22,1,6,33,2,5,4,2,37,39,10,10,0.274
1997,HAE,GS,2,68,63,17,16,2,1,0,4,7,7,7,3.71,61,6,7,0,0,1,4,5,1,0,2,9,13,0,0,0.115
1997,HAE,DG,9,369,317,81,84,17,2,3,47,63,64,61,6.78,317,53,92,15,0,15,49,15,4,5,3,42,39,14,6,0.29
1997,HAE,DJ,6,210,184,51,42,5,1,0,25,27,27,27,4.76,193,23,45,14,0,3,22,5,2,2,4,24,33,5,2,0.233
1997,HAE,MU,63,2396,2087,575,499,56,53,17,239,436,254,221,3.46,2015,311,529,96,2,78,299,71,35,46,12,270,354,45,59,0.263
1997,HAE,SJ,9,311,290,80,61,5,2,0,19,61,20,18,2.03,320,53,97,20,0,10,50,14,3,5,2,29,41,9,4,0.303
1997,HAE,SW,1,33,31,9,6,0,0,0,2,4,2,2,2,38,5,10,2,0,0,4,1,0,0,0,0,8,0,0,0.263
1997,HAE,IC,8,282,244,70,49,5,7,0,31,53,21,18,2.31,278,41,68,18,0,7,36,8,2,6,0,36,61,1,7,0.245
1997,HAE,JS,18,700,600,161,148,11,13,5,82,85,78,68,3.8,627,81,150,27,7,7,74,16,9,11,7,86,108,19,15,0.239
1997,HAE,JJ,7,236,208,59,54,3,6,0,22,40,24,23,3.51,230,23,55,13,0,8,21,10,4,1,0,25,40,8,0,0.239
1997,HAE,CJ,3,108,97,26,27,4,3,0,8,18,13,13,4.5,104,20,28,3,0,4,19,3,2,2,0,12,25,1,1,0.269
1997,LG,DG,9,356,310,76,94,22,1,1,44,39,70,63,7.46,303,43,85,18,3,3,40,14,1,10,8,37,45,5,6,0.281
1997,LG,DJ,6,204,180,500.33,46,3,8,2,14,32,18,17,3.04,204,21,57,11,1,8,18,7,3,1,2,20,37,4,3,0.279
1997,LG,MU,9,329,283,760.66,69,9,4,2,40,54,38,32,3.76,293,53,73,18,1,6,51,11,4,5,6,50,61,6,8,0.249
1997,LG,SJ,9,332,290,790.33,75,5,9,2,31,56,32,30,3.4,313,46,95,20,0,5,42,16,6,8,7,34,41,7,5,0.304
1997,LG,SW,3,105,95,27,16,0,1,1,8,16,7,6,2,101,17,31,3,0,1,15,3,2,3,4,14,16,2,2,0.307
1997,LG,IC,6,212,183,52,39,4,5,2,22,41,16,16,2.77,209,35,54,12,1,9,33,7,3,2,0,25,34,4,1,0.258
1997,LG,JS,72,2727,2404,6560.66,595,47,59,21,243,397,275,255,3.49,2332,323,617,116,22,40,302,73,30,58,25,288,302,48,57,0.265
1997,LG,JJ,9,328,274,730.33,83,7,15,3,36,43,44,40,4.91,290,33,71,17,1,5,31,2,1,7,4,26,46,4,10,0.245
1997,LG,CJ,3,120,111,30,28,4,3,1,5,30,12,12,3.6,108,19,26,6,0,6,17,3,1,3,1,18,19,2,2,0.241
1997,SSB,GS,4,139,123,36,19,2,0,2,13,26,10,6,1.5,130,19,38,5,1,3,19,2,0,2,2,13,13,6,7,0.292
1997,SSB,DG,9,374,320,790.66,96,13,5,1,48,52,65,61,6.89,308,41,70,12,0,7,36,3,4,9,4,38,48,8,7,0.227
1997,SSB,DJ,8,311,263,72,70,7,11,1,36,50,32,29,3.63,264,39,68,13,2,11,37,3,5,9,4,33,48,8,4,0.258
1997,SSB,MU,9,335,292,75,87,10,8,2,33,62,48,47,5.64,300,32,72,10,0,10,30,5,5,10,0,34,71,8,4,0.24
1997,SSB,SJ,9,322,278,79,61,4,7,3,34,35,29,28,3.19,308,42,86,17,0,7,41,12,3,11,4,37,51,7,8,0.279
1997,SSB,SW,3,102,87,26,21,0,3,2,10,16,8,8,2.77,87,10,18,1,3,2,10,1,1,8,0,16,20,0,1,0.207
1997,SSB,IC,6,221,185,50,50,5,5,2,29,31,25,20,3.6,188,15,39,5,0,7,15,1,2,5,1,17,36,4,5,0.207
1997,SSB,JS,18,655,578,153,153,6,11,8,58,66,71,65,3.82,595,80,165,20,6,11,73,19,12,20,7,79,99,14,13,0.277
1997,SSB,JJ,59,2209,1955,530,498,45,40,10,203,342,221,199,3.38,1838,313,518,115,18,50,293,34,27,63,22,271,305,43,36,0.282
1997,SSB,CJ,1,48,46,9,20,1,0,1,1,9,9,8,8,41,11,16,3,0,2,11,1,1,0,0,3,3,1,1,0.39
1997,SAM,GS,2,79,67,17,22,1,1,2,9,6,12,11,5.82,62,4,12,2,1,1,3,1,3,0,0,4,13,1,3,0.194
1997,SAM,DG,63,2498,2130,577,564,54,52,27,288,318,317,278,4.34,2146,412,623,134,11,108,389,76,35,29,16,292,364,32,50,0.29
1997,SAM,DJ,7,280,242,66,67,3,6,0,32,44,27,25,3.41,251,39,70,17,0,7,35,10,5,6,3,18,72,5,3,0.279
1997,SAM,MU,9,324,268,76,62,12,4,0,52,47,37,35,4.14,289,31,65,12,2,6,27,4,5,9,1,41,74,6,4,0.225
1997,SAM,SJ,9,324,284,77,72,1,5,4,31,56,37,34,3.97,307,51,90,21,2,10,46,11,11,9,3,43,51,6,7,0.293
1997,SAM,IC,9,357,293,78,81,7,11,1,51,55,55,51,5.88,300,35,66,14,0,9,33,12,4,10,2,25,62,5,9,0.22
1997,SAM,JS,18,708,611,1610.66,165,9,14,5,78,85,83,65,3.62,635,97,180,30,8,11,90,16,11,20,7,74,113,9,18,0.283
1997,SAM,JJ,7,265,220,610.33,54,6,6,3,36,53,26,22,3.23,247,39,72,21,0,8,34,7,5,5,0,37,42,3,4,0.291
1997,SAM,CJ,2,76,67,17,20,4,0,0,9,14,11,11,5.82,68,14,16,3,0,5,12,0,1,0,0,12,13,0,1,0.235
1997,OB,DG,9,342,301,760.66,84,7,6,1,34,49,44,36,4.23,311,37,88,19,0,5,37,21,7,2,2,40,44,4,9,0.283
1997,OB,DJ,5,194,165,47,38,2,5,0,24,36,21,21,4.02,177,15,33,6,0,5,14,7,0,3,0,20,47,3,3,0.186
1997,OB,MU,9,365,307,800.33,85,13,12,2,44,53,58,55,6.16,318,34,80,11,0,8,31,10,3,2,2,35,56,11,7,0.252
1997,OB,SJ,9,332,290,820.33,61,5,9,2,31,71,34,29,3.17,329,43,82,18,1,10,42,7,3,4,2,32,49,8,8,0.249
1997,OB,IC,9,333,291,77,84,10,6,1,35,56,41,35,4.09,314,56,86,13,0,14,53,8,4,6,1,36,68,5,8,0.274
1997,OB,JS,72,2776,2391,651,624,20,69,24,288,444,277,237,3.28,2319,264,570,74,18,30,248,80,28,42,21,241,370,49,67,0.246
1997,OB,JJ,9,348,277,74,84,6,15,7,49,50,61,51,6.2,308,44,90,14,1,10,39,8,7,5,2,39,51,14,11,0.292
1997,OB,CJ,4,145,124,340.66,30,4,6,0,15,25,15,15,3.89,140,18,41,4,1,2,17,2,1,6,1,8,33,2,2,0.293
1997,HYU,DG,9,342,307,77,91,14,3,2,29,58,55,53,6.19,289,51,71,16,3,4,47,10,8,10,3,46,48,9,7,0.246
1997,HYU,DJ,5,183,157,420.66,43,6,9,1,16,33,23,20,4.22,162,13,40,8,0,1,13,4,3,7,2,17,36,2,3,0.247
1997,HYU,MU,9,348,302,78,81,9,5,3,38,50,49,46,5.31,305,46,83,16,2,12,45,5,4,16,2,31,56,10,9,0.272
1997,HYU,SJ,9,350,299,790.66,84,8,5,2,44,49,47,37,4.18,321,45,87,17,2,3,42,16,4,2,1,31,52,8,9,0.271
1997,HYU,SW,9,347,289,81,78,4,16,5,37,58,41,37,4.11,273,17,52,6,5,0,16,3,6,4,3,26,44,6,5,0.19
1997,HYU,IC,54,2048,1796,490,428,60,47,6,198,365,241,212,3.89,1681,215,419,77,2,43,197,47,34,51,9,225,322,35,46,0.249
1997,HYU,JS,18,661,570,151,142,11,11,6,74,88,77,68,4.05,588,68,146,19,4,9,61,20,14,22,4,77,105,12,18,0.248
1997,HYU,JJ,9,321,279,75,78,7,5,5,32,33,37,36,4.32,288,29,67,14,0,7,27,3,3,5,2,30,39,8,6,0.233
1997,HYU,CJ,4,134,116,34,25,4,5,1,12,21,12,10,2.65,125,13,29,6,1,3,11,4,2,5,2,13,18,1,4,0.232
1997,HAN,DG,9,336,282,760.33,75,16,6,4,43,60,51,47,5.54,297,52,83,8,2,9,48,16,9,9,6,54,49,8,8,0.279
1997,HAN,DJ,44,1677,1476,409,367,43,33,18,150,316,174,164,3.61,1415,169,358,64,6,32,159,35,23,43,7,168,262,32,25,0.253
1997,HAN,MU,9,317,282,750.33,72,10,6,2,27,40,39,36,4.3,282,27,56,7,2,8,25,9,4,8,3,18,63,2,4,0.199
1997,HAN,SJ,9,326,277,750.33,71,5,7,2,40,61,33,29,3.46,291,38,79,16,1,8,33,8,7,13,6,46,41,8,6,0.271
1997,HAN,SW,2,66,60,18,9,0,0,0,6,8,0,0,0,63,9,19,3,2,1,9,3,1,5,1,7,14,2,2,0.302
1997,HAN,IC,7,247,218,62,44,5,6,0,23,48,20,17,2.47,234,37,60,18,1,10,35,5,7,8,1,31,49,5,2,0.256
1997,HAN,JS,18,626,552,150,129,10,10,8,56,93,73,59,3.54,577,43,133,26,1,10,39,10,7,13,5,48,108,10,13,0.231
1997,HAN,JJ,9,347,289,74,86,16,6,3,49,36,65,61,7.42,299,32,84,18,2,2,28,3,2,12,1,23,63,7,5,0.281
1997,HAN,CJ,19,739,650,175,171,24,17,4,68,130,99,90,4.63,619,74,160,21,1,22,69,9,14,17,3,57,131,14,12,0.258
1997,LOT,DG,9,366,309,780.33,99,19,6,4,47,43,63,58,6.66,305,40,75,16,2,11,37,9,5,7,1,31,45,7,7,0.246
1997,LOT,DJ,7,251,224,600.66,52,6,3,3,21,40,21,19,2.82,225,24,54,11,0,8,24,6,2,5,3,18,43,8,5,0.24
1997,LOT,MU,9,325,281,750.66,73,15,7,1,36,48,42,41,4.88,300,31,70,7,0,6,26,10,5,3,3,30,55,7,8,0.233
1997,LOT,SJ,63,2520,2189,578,616,53,52,25,252,326,318,285,4.44,2008,232,485,101,13,33,221,61,34,44,15,230,389,45,58,0.242
1997,LOT,IC,9,315,267,75,72,7,11,3,34,38,37,34,4.08,273,22,55,8,0,4,22,7,9,10,1,28,55,5,5,0.201
1997,LOT,JS,18,648,565,150,154,10,12,4,67,81,82,75,4.5,598,60,149,21,3,6,56,14,10,13,5,53,134,10,17,0.249
1997,LOT,JJ,9,349,291,750.66,79,5,10,1,47,50,56,52,6.19,293,21,59,12,2,5,21,2,4,5,1,23,61,3,10,0.201
1997,LOT,CJ,2,65,58,18,10,1,0,0,7,14,2,2,1,64,4,15,0,0,2,4,1,0,1,0,2,19,3,0,0.234
1998,HYU,GS,7,256,228,62,54,3,0,3,25,50,18,16,2.32,243,40,69,14,3,7,38,5,4,5,3,23,30,3,4,0.284
1998,HYU,DG,9,351,301,81,76,9,9,4,37,81,42,37,4.11,337,73,110,14,1,16,67,13,6,10,4,52,54,4,6,0.326
1998,HYU,DJ,6,218,188,500.66,44,6,6,1,23,29,24,22,3.91,195,22,52,11,2,5,21,5,7,5,3,17,44,3,9,0.267
1998,HYU,MU,9,323,292,78,79,5,7,3,21,57,32,27,3.12,305,40,81,17,1,11,39,9,4,5,4,32,55,2,6,0.266
1998,HYU,SJ,9,349,289,790.33,70,5,7,4,49,52,37,25,2.84,325,57,90,17,1,14,52,8,4,7,3,37,52,2,12,0.277
1998,HYU,SW,12,436,398,108,92,8,3,3,32,73,32,26,2.17,369,49,99,19,5,6,45,17,6,6,5,37,62,8,10,0.268
1998,HYU,IC,51,1945,1697,462,411,47,45,9,193,379,195,169,3.29,1633,263,437,91,4,66,242,57,40,33,10,195,374,31,41,0.268
1998,HYU,JS,18,627,571,155,129,8,6,5,45,115,53,43,2.5,590,63,141,23,4,8,57,17,10,15,4,66,119,10,19,0.239
1998,HYU,JJ,2,76,62,19,13,1,1,1,12,21,4,4,1.89,68,10,22,5,0,2,10,1,2,2,2,8,12,4,1,0.324
1998,HYU,CJ,3,103,90,26,16,6,2,0,11,18,8,8,2.77,96,16,22,5,0,7,16,2,2,3,0,20,18,2,0,0.229
1998,LG,GS,2,86,72,160.66,25,4,0,0,14,12,19,19,10.26,69,9,20,3,1,3,9,1,1,1,0,7,9,1,0,0.29
1998,LG,DG,9,345,293,780.66,70,11,6,5,41,52,49,40,4.58,305,39,76,15,1,6,37,8,1,5,6,51,44,6,12,0.249
1998,LG,DJ,3,108,98,26,24,3,3,0,7,23,10,7,2.42,118,26,42,14,1,2,24,1,0,1,1,9,17,1,7,0.356
1998,LG,MS,2,79,69,17,22,3,1,1,8,11,13,13,6.88,69,11,22,7,0,2,10,1,1,4,0,5,12,4,0,0.319
1998,LG,MU,9,322,289,75,81,7,5,4,24,48,48,42,5.04,309,32,78,11,0,9,30,3,4,3,1,33,54,6,4,0.252
