name,year,team,TBF,IP,HA,HRA,BBA,HBPA,SOA,RA,ER,ERA,WHIP,SOAPER,BBAPER,LOBPER
윤석민,2014,KIA,559,153,120,9,33,8,137,60,53,3.12,1,15.222,3.667,0.728
윤성환,2010,삼성,337,80.667,104,12,19,2,54,55,53,5.91,1.52,6,2.111,0.665
윤성환,2011,삼성,536,137.333,151,8,30,3,83,62,54,3.54,1.32,9.222,3.333,0.752
윤성환,2012,삼성,424,114,112,6,26,4,81,36,36,2.84,1.21,9,2.889,0.793
윤성환,2013,삼성,646,170.667,167,16,37,4,122,69,62,3.27,1.2,13.556,4.111,0.787
윤성환,2014,삼성,665,170.333,196,18,37,8,133,87,83,4.39,1.37,14.778,4.111,0.732
윤영삼,2014,넥센,21,4,11,3,6,0,4,12,12,27,4.25,0.444,0.667,0.391
윤지웅,2011,넥센,106,28.667,34,4,14,0,19,15,13,4.08,1.67,2.111,1.556,0.825
윤지웅,2014,LG,143,36,40,4,16,3,34,20,17,4.25,1.56,3.778,1.778,0.787
윤형배,2014,NC,17,3.333,8,3,0,1,3,5,5,13.5,2.4,0.333,0,0.833
윤희상,2010,SK,20,5,6,0,2,0,2,2,2,3.6,1.6,0.222,0.222,0.75
윤희상,2011,SK,186,46.667,55,8,12,3,32,27,25,4.82,1.44,3.556,1.333,0.765
윤희상,2012,SK,52,15,10,1,6,1,8,5,4,2.4,1.07,0.889,0.667,0.833
윤희상,2013,SK,572,151.333,147,17,44,7,120,72,65,3.87,1.26,13.333,4.889,0.763
윤희상,2014,SK,626,163.333,164,10,49,6,100,66,61,3.36,1.3,11.111,5.444,0.771
이경우,2012,롯데,15,3.667,4,1,4,2,3,6,6,14.73,2.18,0.333,0.444,0.465
이규대,2011,삼성,12,3.333,3,0,1,0,0,0,0,0,1.2,0,0.111,1
이대진,2010,KIA,91,22,31,1,19,5,14,21,16,6.55,2.27,1.556,2.111,0.728
이대진,2011,LG,3,1,0,0,2,0,1,0,0,0,2,0.111,0.222,1
이대진,2012,LG,13,3.333,5,0,4,1,0,6,5,13.5,2.7,0,0.444,0.5
이대환,2010,넥센,44,11,11,3,3,0,9,6,6,4.91,1.27,1,0.333,0.816
이대환,2011,LG,89,21.333,25,2,6,2,15,12,12,5.06,1.45,1.667,0.667,0.695
이대환,2012,LG,29,7.667,8,1,1,2,4,4,3,3.52,1.17,0.444,0.111,0.833
이대환,2013,KIA,57,15.333,17,0,7,1,12,7,7,4.11,1.57,1.333,0.778,0.72
이동걸,2011,삼성,4,1.333,0,0,0,0,0,0,0,0,0,0,0,NA
이동걸,2012,삼성,4,1,1,0,0,0,1,1,1,9,1,0.111,0,0
이동걸,2013,삼성,65,16.333,20,1,7,2,11,13,13,7.16,1.65,1.222,0.778,0.58
이동걸,2014,한화,72,20,21,4,7,3,16,15,10,4.5,1.4,1.778,0.778,0.827
이동학,2010,넥센,69,16.333,25,1,8,1,9,17,13,7.16,2.02,1,0.889,0.644
이동현,2010,LG,263,74,65,5,34,3,58,38,29,3.53,1.34,6.444,3.778,0.768
이동현,2010,한화,96,25.333,25,2,23,0,19,19,12,4.26,1.89,2.111,2.556,0.796
이동현,2011,LG,132,33,39,3,22,3,30,29,23,6.27,1.85,3.333,2.444,0.686
이동현,2012,LG,207,56.667,43,1,18,0,56,20,19,3.02,1.08,6.222,2,0.705
이동현,2013,LG,267,72,70,4,25,3,53,29,24,3,1.32,5.889,2.778,0.801
이동현,2014,LG,210,59.333,54,2,21,8,38,18,18,2.73,1.26,4.222,2.333,0.81
이명우,2010,롯데,138,33.333,50,4,8,1,18,25,25,6.75,1.74,2,0.889,0.637
이명우,2011,롯데,90,22.333,29,1,7,2,19,11,9,3.63,1.61,2.111,0.778,0.792
이명우,2012,롯데,194,52.667,51,1,17,2,32,16,15,2.56,1.29,3.556,1.889,0.802
이명우,2013,롯데,191,55.667,41,2,25,1,32,19,19,3.07,1.19,3.556,2.778,0.748
이명우,2014,롯데,177,42.333,64,1,23,1,31,37,33,7.02,2.06,3.444,2.556,0.635
이민호,2013,NC,245,66.333,59,6,34,8,60,31,31,4.21,1.4,6.667,3.778,0.756
이민호,2014,NC,348,88,93,19,38,8,73,53,49,5.01,1.49,8.111,4.222,0.801
이범준,2010,LG,118,28,37,5,19,4,13,31,30,9.64,2,1.444,2.111,0.566
이범준,2011,LG,84,23,21,0,11,1,12,13,10,3.91,1.39,1.333,1.222,0.697
이보근,2010,넥센,262,75,71,5,45,5,35,38,36,4.32,1.55,3.889,5,0.746
이보근,2011,넥센,329,87.667,92,5,42,1,52,37,34,3.49,1.53,5.778,4.667,0.789
이보근,2012,넥센,153,41,42,3,18,4,17,26,24,5.27,1.46,1.889,2,0.669
이보근,2013,넥센,152,39.667,43,2,11,3,18,19,19,4.31,1.36,2,1.222,0.701
이브랜,2013,한화,661,172.333,190,7,65,10,129,110,106,5.54,1.48,14.333,7.222,0.623
이상민,2013,NC,11,2,5,0,1,1,5,2,2,9,3,0.556,0.111,0.714
이상민,2014,넥센,15,3.333,4,0,4,0,4,4,3,8.1,2.4,0.444,0.444,0.625
이상백,2014,SK,56,14.333,13,3,6,2,14,7,7,4.4,1.33,1.556,0.667,0.833
이상열,2010,LG,214,59.667,52,3,20,2,44,23,22,3.32,1.21,4.889,2.222,0.745
이상열,2011,LG,172,44,45,2,12,1,27,23,19,3.89,1.3,3,1.333,0.707
이상열,2012,LG,201,55.667,47,5,16,2,29,24,23,3.72,1.13,3.222,1.778,0.724
이상열,2013,LG,133,33,43,1,12,3,22,15,12,3.27,1.67,2.444,1.333,0.813
이상열,2014,LG,34,8,11,1,3,1,5,7,7,7.88,1.75,0.556,0.333,0.588
이상화,2010,KIA,34,8.667,9,0,6,0,7,6,3,3.12,1.73,0.778,0.667,0.8
이상화,2011,KIA,55,14,13,1,5,1,8,9,7,4.5,1.29,0.889,0.556,0.682
이상화,2012,롯데,12,3.333,6,0,2,0,1,2,2,5.4,2.4,0.111,0.222,0.75
이상화,2013,롯데,102,25.333,32,4,9,0,18,17,14,4.97,1.62,2,1,0.763
이상화,2014,롯데,116,27,42,4,15,3,16,28,28,9.33,2.11,1.778,1.667,0.588
이상훈,2011,SK,1,0.333,0,0,0,1,0,0,0,0,0,0,0,1
이성민,2013,NC,227,57.667,65,8,27,7,33,35,33,5.15,1.6,3.667,3,0.752
이성민,2014,NC,115,28,37,0,16,1,14,22,18,5.79,1.89,1.556,1.778,0.667
이성진,2012,LG,9,2.333,3,2,3,1,1,5,5,19.29,2.57,0.111,0.333,0.476
이수민,2014,삼성,27,7.333,7,0,10,1,7,2,2,2.45,2.32,0.778,1.111,0.889
이승우,2012,LG,324,82.333,104,9,32,5,46,57,54,5.9,1.65,5.111,3.556,0.678
이승호,2010,SK,332,89.667,81,12,51,4,96,44,42,4.22,1.47,10.667,5.667,0.789
이승호,2011,SK,225,64.333,48,3,47,1,50,28,25,3.5,1.48,5.556,5.222,0.773
이승호,2012,롯데,177,48.667,40,1,35,1,27,23,20,3.7,1.54,3,3.889,0.751
이승호,2013,NC,38,9.333,13,2,7,0,5,11,10,9.64,2.14,0.556,0.778,0.581
이영욱,2011,SK,244,66.667,58,8,17,7,46,35,34,4.59,1.13,5.111,1.889,0.678
이영욱,2012,SK,114,32.333,28,3,17,5,15,20,20,5.57,1.39,1.667,1.889,0.655
이영욱,2013,SK,5,1,2,1,0,1,1,3,3,27,2,0.111,0,0
이용찬,2010,두산,149,41.667,34,7,10,1,28,16,15,3.24,1.06,3.111,1.111,0.852
이용찬,2011,두산,491,129,136,7,60,8,99,67,60,4.19,1.52,11,6.667,0.742
이용찬,2013,두산,16,3.333,7,0,3,0,4,1,1,2.7,3,0.444,0.333,0.9
이용찬,2014,두산,199,51,56,3,16,3,47,28,24,4.24,1.41,5.222,1.778,0.72
이용훈,2010,롯데,72,16.333,27,3,4,1,8,15,15,8.27,1.9,0.889,0.444,0.612
이용훈,2011,롯데,19,4,9,0,0,0,1,5,5,11.25,2.25,0.111,0,0.444
이용훈,2012,롯데,381,101.667,102,4,25,3,57,44,34,3.01,1.25,6.333,2.778,0.772
이우선,2010,삼성,254,68.333,68,10,24,2,42,34,33,4.35,1.35,4.667,2.667,0.763
이우선,2011,삼성,188,51,47,5,14,3,35,19,19,3.35,1.2,3.889,1.556,0.789
이우선,2012,삼성,19,5.667,2,1,3,0,5,1,1,1.59,0.88,0.556,0.333,1.111
이우선,2013,삼성,42,11,11,0,5,1,2,4,4,3.27,1.45,0.222,0.556,0.765
이우선,2014,삼성,1,0.333,0,0,1,0,0,0,0,0,3,0,0.111,1
이원재,2010,두산,6,1,4,2,1,0,1,3,3,27,5,0.111,0.111,0.909
이원재,2012,두산,12,3,4,0,3,0,2,4,4,12,2.33,0.222,0.333,0.429
이인복,2014,롯데,22,4.667,8,2,4,1,2,9,8,15.43,2.57,0.222,0.444,0.49
이재곤,2010,롯데,463,124,126,11,31,10,44,63,57,4.14,1.27,4.889,3.444,0.726
이재곤,2011,롯데,226,56.667,74,9,25,5,16,52,40,6.35,1.75,1.778,2.778,0.7
이재곤,2012,롯데,35,7.667,12,1,7,1,4,8,8,9.39,2.48,0.444,0.778,0.645
이재곤,2013,롯데,116,30,33,3,20,9,17,23,23,6.9,1.77,1.889,2.222,0.675
이재영,2010,SK,40,10.667,15,2,10,2,6,9,8,6.75,2.34,0.667,1.111,0.785
이재영,2011,SK,100,29,19,3,8,0,15,9,9,2.79,0.93,1.667,0.889,0.789
이재영,2012,SK,240,65,65,6,35,5,46,32,31,4.29,1.54,5.111,3.889,0.766
이재영,2013,SK,159,43.667,39,5,24,5,35,30,27,5.56,1.44,3.889,2.667,0.672
이재영,2014,SK,179,48,45,7,28,0,42,35,33,6.19,1.52,4.667,3.111,0.633
이재우,2010,두산,21,6.667,2,0,0,0,4,1,1,1.35,0.3,0.444,0,0.5
이재우,2012,두산,8,2.667,1,0,1,0,2,0,0,0,0.75,0.222,0.111,1
이재우,2013,두산,243,66.667,59,5,48,4,44,36,35,4.73,1.61,4.889,5.333,0.731
이재우,2014,두산,147,37.667,41,5,22,3,30,21,21,5.02,1.67,3.333,2.444,0.763
이재학,2010,두산,84,23.333,21,3,13,6,18,14,13,5.01,1.46,2,1.444,0.754
이재학,2013,NC,556,156,123,12,59,14,144,53,50,2.88,1.17,16,6.556,0.815
이재학,2014,NC,576,156,152,16,68,8,131,77,73,4.21,1.41,14.556,7.556,0.754
이정민,2010,롯데,121,29.667,42,3,14,1,11,24,22,6.67,1.89,1.222,1.556,0.663
이정민,2011,롯데,39,9.667,12,3,4,0,6,4,4,3.72,1.66,0.667,0.444,1.017
이정민,2012,롯데,132,33,44,2,12,1,14,21,19,5.18,1.7,1.556,1.333,0.701
이정민,2014,롯데,133,33.333,42,1,15,0,25,14,9,2.43,1.71,2.778,1.667,0.863
이정호,2010,넥센,35,9.667,9,2,8,1,7,6,6,5.59,1.76,0.778,0.889,0.789
이정호,2013,두산,135,33,46,4,20,3,25,35,35,9.55,2,2.778,2.222,0.536
이정호,2014,두산,3,1,0,0,0,0,0,0,0,0,0,0,0,NA
이정훈,2010,롯데,183,46,56,4,19,4,27,39,35,6.85,1.63,3,2.111,0.599
이정훈,2011,넥센,197,52.333,50,1,19,6,31,24,22,3.78,1.32,3.444,2.111,0.72
이정훈,2012,KIA,8,1.333,4,0,1,0,1,3,3,20.25,3.75,0.111,0.111,0.4
이정훈,2012,넥센,168,44.333,45,2,17,5,32,28,23,4.67,1.4,3.556,1.889,0.685
이정훈,2013,넥센,247,69,69,5,24,2,29,25,23,3,1.35,3.222,2.667,0.818
이정훈,2014,넥센,33,7.333,15,2,5,0,2,10,10,12.27,2.73,0.222,0.556,0.581
이지모,2013,롯데,24,6.667,4,0,5,3,5,4,4,5.4,1.35,0.556,0.556,0.667
이창욱,2014,SK,32,7.333,9,0,5,0,3,9,7,8.59,1.91,0.333,0.556,0.5
이태양,2011,넥센,20,5.667,4,0,3,3,3,3,3,4.76,1.24,0.333,0.333,0.7
이태양,2012,넥센,9,3,1,0,4,2,3,2,2,6,1.67,0.333,0.444,0.714
이태양,2012,한화,11,2,5,0,1,0,1,3,3,13.5,3,0.111,0.111,0.5
이태양,2013,NC,288,74.667,78,7,30,10,49,51,47,5.67,1.45,5.444,3.333,0.656
이태양,2013,한화,248,60.667,75,10,23,6,39,44,42,6.23,1.62,4.333,2.556,0.689
이태양,2014,NC,60,15.333,19,3,13,4,9,11,11,6.46,2.09,1,1.444,0.786
이태양,2014,한화,615,153,183,27,41,7,96,100,90,5.29,1.46,10.667,4.556,0.73
이한진,2010,SK,17,3.667,7,0,2,0,0,1,0,0,2.45,0,0.222,1
이한진,2013,SK,13,2.667,5,0,0,1,1,4,4,13.5,1.88,0.111,0,0.333
이한진,2014,SK,47,8.333,17,2,4,0,3,17,8,8.64,2.52,0.333,0.444,0.714
이현승,2010,두산,290,77.667,80,8,25,3,50,45,41,4.75,1.35,5.556,2.778,0.692
이현승,2011,두산,285,74.667,85,8,26,5,50,43,40,4.82,1.49,5.556,2.889,0.725
이현승,2014,두산,226,55,68,2,23,3,39,34,31,5.07,1.65,4.333,2.556,0.691
이현호,2011,두산,1,0,1,0,1,0,0,2,2,NA,NA,0,0.111,0
이현호,2012,두산,6,2,2,0,1,0,1,0,0,0,1.5,0.111,0.111,1
이형범,2013,NC,18,4.667,8,1,3,0,2,4,4,7.71,2.36,0.222,0.333,0.729
이형종,2010,LG,37,9.667,11,1,5,0,5,7,7,6.52,1.66,0.556,0.556,0.616
이혜천,2011,두산,122,34,31,2,17,4,30,27,24,6.35,1.41,3.333,1.889,0.569
이혜천,2012,두산,147,38.667,42,2,21,5,25,33,32,7.45,1.63,2.778,2.333,0.552
이혜천,2013,두산,41,9.333,16,0,7,5,7,12,12,11.57,2.46,0.778,0.778,0.571
이혜천,2014,NC,72,18,22,0,8,2,17,7,6,3,1.67,1.889,0.889,0.813
이희성,2012,LG,22,5.333,7,0,1,0,1,5,5,8.44,1.5,0.111,0.111,0.375
임경완,2010,롯데,162,43.667,46,4,16,4,19,24,16,3.3,1.42,2.111,1.778,0.828
임경완,2011,롯데,239,65.667,60,4,15,6,34,28,23,3.15,1.14,3.778,1.667,0.769
임경완,2012,SK,123,31.667,36,4,13,4,16,20,19,5.4,1.55,1.778,1.444,0.717
임경완,2013,SK,73,17.333,22,0,10,2,10,12,11,5.71,1.85,1.111,1.111,0.676
임경완,2014,SK,66,16.667,21,4,6,2,5,14,10,5.4,1.62,0.556,0.667,0.812
임기영,2012,한화,2,0.667,0,0,0,0,0,0,0,0,0,0,0,NA
임기영,2013,한화,134,34,44,3,17,3,30,18,17,4.5,1.79,3.333,1.889,0.786
임기영,2014,한화,104,22.667,38,6,9,2,17,24,17,6.75,2.07,1.889,1,0.788
임기준,2012,KIA,13,3,5,1,3,0,3,6,6,18,2.67,0.333,0.333,0.303
임성헌,2010,SK,40,8.667,16,5,3,0,3,10,10,10.38,2.19,0.333,0.333,0.75
임정우,2011,SK,19,5.667,3,0,3,0,4,0,0,0,1.06,0.444,0.333,1
임정우,2012,LG,166,41.667,53,1,18,5,26,31,29,6.26,1.7,2.889,2,0.63
임정우,2013,LG,173,50.333,41,3,24,3,39,26,25,4.47,1.29,4.333,2.667,0.674
임정우,2014,LG,274,73.333,79,6,26,5,54,35,34,4.17,1.43,6,2.889,0.748
임준섭,2013,KIA,399,105,116,10,67,8,55,66,61,5.23,1.74,6.111,7.444,0.734
임준섭,2014,KIA,505,130.667,157,15,67,6,54,95,88,6.06,1.71,6,7.444,0.679
임준혁,2011,KIA,16,4,5,0,2,3,3,3,3,6.75,1.75,0.333,0.222,0.7
임준혁,2012,KIA,21,4.667,7,0,6,1,4,4,4,7.71,2.79,0.444,0.667,0.714
임준혁,2013,KIA,7,1,4,0,1,0,1,3,3,27,5,0.111,0.111,0.4
임준혁,2014,KIA,123,32,34,3,18,2,17,24,18,5.06,1.63,1.889,2,0.723
임지섭,2014,LG,54,14.667,15,1,17,1,8,11,11,6.75,2.18,0.889,1.889,0.696
임진우,2010,삼성,56,17,11,2,9,2,10,5,5,2.65,1.18,1.111,1,0.885
임진우,2011,삼성,60,14.333,17,1,4,2,10,7,7,4.4,1.47,1.111,0.444,0.741
임진우,2012,삼성,44,12.333,7,3,6,1,12,7,7,5.11,1.05,1.333,0.667,0.714
임찬규,2011,LG,308,82.667,73,8,61,1,62,45,41,4.46,1.62,6.889,6.778,0.759
임찬규,2012,LG,212,55.667,71,5,23,1,31,29,28,4.53,1.69,3.444,2.556,0.761
임찬규,2013,LG,176,44,51,7,21,0,45,24,23,4.7,1.64,5,2.333,0.788
임창민,2012,넥센,14,4,3,0,3,0,2,2,2,4.5,1.5,0.222,0.333,0.667
임창민,2013,NC,221,64.667,41,10,32,2,63,29,27,3.76,1.13,7,3.556,0.787
임창민,2014,NC,200,53.333,50,5,29,2,53,28,26,4.39,1.48,5.889,3.222,0.743
임창용,2014,삼성,177,44.667,50,4,21,4,52,33,29,5.84,1.59,5.778,2.333,0.663
임치영,2012,SK,37,10.333,9,3,6,2,6,5,5,4.35,1.45,0.667,0.667,0.938
임치영,2013,SK,7,1,5,0,1,0,0,4,4,36,6,0,0.111,0.333
임태훈,2010,두산,502,130.667,134,27,47,12,103,83,77,5.3,1.39,11.444,5.222,0.747
임태훈,2011,두산,68,19,16,3,7,1,13,8,8,3.79,1.21,1.444,0.778,0.808
임태훈,2012,두산,190,50.333,53,5,36,1,33,30,26,4.65,1.77,3.667,4,0.771
임태훈,2013,두산,46,10.333,18,1,11,0,13,13,13,11.32,2.81,1.444,1.222,0.58
임태훈,2014,두산,18,3.667,7,0,6,1,4,4,4,9.82,3.55,0.444,0.667,0.714
임현준,2011,삼성,66,17.333,20,1,12,0,9,8,6,3.12,1.85,1,1.333,0.85
임현준,2014,삼성,2,0,2,0,1,0,0,0,0,NA,NA,0,0.111,1
장민익,2010,두산,63,13.667,25,2,15,0,6,16,16,10.54,2.93,0.667,1.667,0.645
장민익,2011,두산,33,8.667,11,1,3,0,6,3,3,3.12,1.62,0.667,0.333,0.873
장민익,2014,두산,20,5.333,7,0,2,0,1,2,2,3.38,1.69,0.111,0.222,0.778
장민재,2010,한화,61,16.333,16,1,5,1,4,8,8,4.41,1.29,0.444,0.556,0.68
장민재,2011,한화,353,87.667,113,12,49,4,52,62,59,6.06,1.85,5.778,5.444,0.717
장시환,2011,넥센,28,6.333,8,0,4,0,6,5,5,7.11,1.89,0.667,0.444,0.583
장시환,2012,넥센,224,61,63,3,42,4,42,35,34,5.02,1.72,4.667,4.667,0.716
장시환,2013,넥센,24,5.667,7,1,7,0,7,9,9,14.29,2.47,0.778,0.778,0.397
장시환,2014,넥센,29,6.667,9,0,3,0,2,9,9,12.15,1.8,0.222,0.333,0.25
장영석,2011,넥센,8,2,2,0,4,0,0,4,3,13.5,3,0,0.444,0.5
장원삼,2010,삼성,569,151,139,13,44,5,115,62,58,3.46,1.21,12.778,4.889,0.766
장원삼,2011,삼성,458,115,139,13,37,0,68,58,53,4.15,1.53,7.556,4.111,0.779
장원삼,2012,삼성,42,13,3,1,2,0,16,1,1,0.69,0.38,1.778,0.222,1.111
장원삼,2013,삼성,595,154,165,21,42,9,104,85,75,4.38,1.34,11.556,4.667,0.756
장원삼,2014,삼성,592,157,143,9,38,9,127,64,62,3.55,1.15,14.111,4.222,0.722
장원준,2010,롯데,558,144.333,158,24,48,8,113,77,71,4.43,1.43,12.556,5.333,0.793
장원준,2011,롯데,690,180.667,195,7,62,9,129,72,63,3.14,1.42,14.333,6.889,0.792
장원준,2014,롯데,587,155,160,15,67,3,107,87,79,4.59,1.46,11.889,7.444,0.722
장진용,2014,LG,29,7.333,8,1,2,1,5,6,2,2.45,1.36,0.556,0.222,0.938
장현식,2013,NC,11,2,6,0,0,0,0,3,3,13.5,3,0,0,0.5
저마노,2011,삼성,171,45.333,45,3,6,0,29,17,14,2.78,1.13,3.222,0.667,0.791
전병두,2010,SK,246,67.667,55,2,26,2,52,27,23,3.06,1.2,5.778,2.889,0.748
전병두,2011,SK,313,92.333,67,8,56,11,87,44,39,3.8,1.33,9.667,6.222,0.774
전우엽,2010,KIA,162,41,47,5,23,6,37,29,26,5.71,1.71,4.111,2.556,0.725
전유수,2012,SK,138,35.333,40,2,10,2,21,17,17,4.33,1.42,2.333,1.111,0.711
전유수,2013,SK,217,57.667,60,6,23,4,35,28,28,4.37,1.44,3.889,2.556,0.751
전유수,2014,SK,333,84.667,99,11,37,3,72,51,47,5,1.61,8,4.111,0.744
전준호,2010,SK,50,15,9,1,6,1,12,7,6,3.6,1,1.333,0.667,0.685
전준호,2011,SK,39,10,9,1,2,0,5,4,4,3.6,1.1,0.556,0.222,0.729
정대현,2010,SK,160,45,31,1,7,1,47,7,7,1.4,0.84,5.222,0.778,0.851
정대현,2010,두산,58,14.333,16,1,11,1,6,13,11,6.91,1.88,0.667,1.222,0.639
정대현,2011,SK,191,54.667,43,1,25,3,39,12,9,1.48,1.24,4.333,2.778,0.891
정대현,2011,두산,12,2.667,4,0,2,1,2,3,3,10.13,2.25,0.222,0.222,0.571
정대현,2012,두산,130,36.333,38,4,23,3,23,23,21,5.2,1.68,2.556,2.556,0.736
정대현,2012,롯데,93,28.333,12,0,7,1,26,2,2,0.64,0.67,2.889,0.778,0.9
정대현,2013,두산,41,7.333,21,1,6,0,2,15,15,18.41,3.68,0.222,0.667,0.469
정대현,2013,롯데,189,51.333,56,3,21,8,34,21,19,3.33,1.5,3.778,2.333,0.817
정대현,2014,두산,107,27.333,29,2,25,1,21,27,24,7.9,1.98,2.333,2.778,0.594
정대현,2014,롯데,159,42,40,2,13,6,27,19,19,4.07,1.26,3,1.444,0.712
정대훈,2012,한화,31,10.333,4,2,5,3,6,6,6,5.23,0.87,0.667,0.556,0.652
정대훈,2013,한화,58,15,17,0,8,4,2,6,6,3.6,1.67,0.222,0.889,0.793
정대훈,2014,한화,174,42.333,64,4,14,9,14,38,34,7.23,1.84,1.556,1.556,0.651
정민혁,2011,한화,47,9.667,20,3,2,0,3,11,9,8.38,2.28,0.333,0.222,0.73
정민혁,2012,한화,120,30.667,34,6,7,1,19,24,21,6.16,1.34,2.111,0.778,0.625
정민혁,2013,한화,13,3,5,0,3,3,3,4,4,12,2.67,0.333,0.333,0.636
정용운,2010,KIA,37,8,11,1,9,2,5,10,6,6.75,2.5,0.556,1,0.777
정우람,2010,SK,368,102,80,7,44,4,111,41,40,3.53,1.22,12.333,4.889,0.745
정우람,2011,SK,322,94.333,61,3,23,2,68,21,19,1.81,0.89,7.556,2.556,0.819
정우람,2012,SK,173,49,33,0,9,4,55,12,12,2.2,0.86,6.111,1,0.739
정인욱,2010,삼성,231,61,55,9,37,2,60,42,36,5.31,1.51,6.667,4.111,0.713
정인욱,2011,삼성,282,80,56,9,32,4,60,22,20,2.25,1.1,6.667,3.556,0.907
정인욱,2012,삼성,89,25.333,17,0,11,2,16,7,7,2.49,1.11,1.778,1.222,0.767
정재복,2010,LG,92,23,26,2,7,0,17,15,12,4.7,1.43,1.889,0.778,0.695
정재복,2012,LG,110,30.333,35,1,13,1,15,19,19,5.64,1.58,1.667,1.444,0.63
정재원,2010,한화,63,14.333,24,3,4,1,6,14,14,8.79,1.95,0.667,0.444,0.605
정재원,2011,한화,103,27,28,0,23,8,15,26,24,8,1.89,1.667,2.556,0.593
정재원,2012,한화,87,20,29,4,13,2,18,19,19,8.55,2.1,2,1.444,0.651
정재원,2013,한화,45,11,16,1,5,1,6,8,8,6.55,1.91,0.667,0.556,0.68
정재원,2014,한화,25,4.333,12,0,8,3,9,11,11,22.85,4.62,1,0.889,0.522
정재훈,2010,두산,268,78,52,2,28,4,89,16,15,1.73,1.03,9.889,3.111,0.85
정재훈,2011,두산,213,62.667,47,5,22,3,65,23,20,2.87,1.1,7.222,2.444,0.8
정재훈,2012,두산,15,4,3,1,1,0,1,3,2,4.5,1,0.111,0.111,0.769
정재훈,2013,두산,195,52.333,46,3,17,3,38,26,20,3.44,1.2,4.222,1.889,0.744
정재훈,2014,두산,200,53.667,50,6,19,6,56,33,32,5.37,1.29,6.222,2.111,0.646
정진,2013,NC,26,7,6,0,3,0,5,4,3,3.86,1.29,0.556,0.333,0.667
정찬헌,2013,LG,19,5,7,1,1,0,1,3,3,5.4,1.6,0.111,0.111,0.758
정찬헌,2014,LG,194,52.667,57,5,27,5,41,26,26,4.44,1.59,4.556,3,0.768
정태승,2013,롯데,9,2.333,2,0,3,0,0,2,2,7.71,2.14,0,0.333,0.6
정현욱,2010,삼성,263,70.333,66,3,26,4,61,31,25,3.2,1.31,6.778,2.889,0.773
정현욱,2011,삼성,262,72.333,70,4,30,4,52,22,19,2.36,1.38,5.778,3.333,0.864
정현욱,2012,삼성,223,62.667,57,1,21,0,48,25,22,3.16,1.24,5.333,2.333,0.731
정현욱,2013,LG,189,47.667,55,4,25,1,31,23,20,3.78,1.68,3.444,2.778,0.809
정현욱,2014,LG,128,32.333,39,4,15,1,24,17,17,4.73,1.67,2.667,1.667,0.769
정회찬,2011,넥센,5,2,0,0,1,1,0,0,0,0,0.5,0,0.111,1
제춘모,2010,SK,9,3.333,0,0,3,0,4,0,0,0,0.9,0.444,0.333,1
제춘모,2012,SK,69,18.333,20,4,9,1,6,11,11,5.4,1.58,0.667,1,0.779
제춘모,2014,SK,3,0.333,2,0,0,1,0,1,1,27,6,0,0,0.667
조규수,2010,두산,5,1.333,1,0,0,0,0,0,0,0,0.75,0,0,1
조상우,2013,넥센,35,8,11,0,5,0,7,4,4,4.5,2,0.778,0.556,0.75
조상우,2014,넥센,241,69.333,53,2,29,3,73,21,19,2.47,1.18,8.111,3.222,0.803
조승수,2010,두산,153,36.667,51,8,9,3,23,31,28,6.87,1.64,2.556,1,0.676
조승수,2011,두산,24,5.333,7,0,2,1,4,6,6,10.13,1.69,0.444,0.222,0.4
조영민,2011,SK,14,3,6,0,2,1,1,2,2,6,2.67,0.111,0.222,0.778
조영우,2014,한화,54,11,22,4,4,0,8,13,13,10.64,2.36,0.889,0.444,0.637
조정훈,2010,롯데,233,62,59,7,22,3,50,34,34,4.94,1.31,5.556,2.444,0.674
조지훈,2013,한화,136,35.333,30,7,15,3,30,24,24,6.11,1.27,3.333,1.667,0.628
조지훈,2014,한화,4,0.667,2,1,1,1,0,2,2,27,4.5,0,0.111,0.769
조태수,2010,KIA,175,43.333,55,2,11,1,23,21,19,3.95,1.52,2.556,1.222,0.748
조태수,2011,KIA,110,29,31,4,9,0,16,16,16,4.97,1.38,1.778,1,0.698
조태수,2012,KIA,9,2.667,3,1,3,0,1,3,3,10.13,2.25,0.111,0.333,0.652
조현근,2013,삼성,27,6.667,7,1,6,0,3,5,5,6.75,1.95,0.333,0.667,0.69
조현근,2014,삼성,18,5.333,2,0,1,0,3,0,0,0,0.56,0.333,0.111,1
주키치,2011,LG,695,187.667,174,9,53,1,150,86,75,3.6,1.21,16.667,5.889,0.71
주키치,2012,LG,668,177.333,179,6,54,4,96,75,68,3.45,1.31,10.667,6,0.739
주키치,2013,LG,304,75.667,96,6,28,4,49,56,53,6.3,1.64,5.444,3.111,0.627
지승민,2010,두산,29,6.667,9,2,7,1,2,3,3,4.05,2.4,0.222,0.778,0.986
진명호,2010,롯데,32,7.333,14,6,8,0,5,16,16,19.64,3,0.556,0.889,0.441
진명호,2011,롯데,178,48,48,6,26,0,45,32,26,4.88,1.54,5,2.889,0.732
진명호,2012,롯데,211,60,48,8,41,3,54,23,23,3.45,1.48,6,4.556,0.854
진명호,2013,롯데,30,8,11,0,10,1,3,7,7,7.88,2.63,0.333,1.111,0.682
진야곱,2010,두산,0,0,0,0,1,0,0,0,0,NA,NA,0,0.111,1
