NAME,YEAR,TEAM,G,ABA,AB,R,H,_2B,_3B,HR,TB,RBI,BB,IBB,HBP,SO,SH,SF,SB,CS,GIDP,E,AVG,SLG,OBP,OPS,SBR,pos3,pos4,pos5,pos6,pos2,pos8
박인성,2012,SK,100,322,269,37,58,12,0,4,82,23,34,0,1,60,16,2,6,9,8,0,0.216,0.305,0.304,0.609,0.4,,,,,,93
박인성,2013,SK,103,305,262,37,69,9,2,8,106,36,25,2,3,50,12,3,14,1,4,2,0.263,0.405,0.331,0.736,0.933,,,,,,84
박인성,2014,SK,38,77,63,9,12,2,1,1,19,6,9,1,2,13,3,0,2,1,1,0,0.19,0.302,0.311,0.613,0.667,,,,,,31
박재홍,2010,SK,82,219,191,22,42,7,0,8,73,27,23,0,1,34,3,1,1,2,6,1,0.22,0.382,0.306,0.688,0.333,,,,,,47
박재홍,2011,SK,74,187,161,11,30,8,0,1,41,12,15,0,0,36,7,4,4,1,2,0,0.186,0.255,0.25,0.505,0.8,,,,,,33
박재홍,2012,SK,46,120,104,16,26,5,0,5,46,18,14,0,1,25,0,1,0,1,3,0,0.25,0.442,0.342,0.784,0,,,,,,29
박정권,2010,SK,124,505,431,76,132,19,4,18,213,76,63,8,5,89,2,4,17,5,7,2,0.306,0.494,0.398,0.892,0.773,106,1,,,,69
박정권,2011,SK,122,507,453,54,114,21,2,13,178,53,42,5,3,103,6,3,9,3,9,4,0.252,0.393,0.317,0.71,0.75,99,,,,,52
박정권,2012,SK,122,472,416,61,106,18,1,12,162,59,43,2,4,80,6,3,4,6,7,4,0.255,0.389,0.328,0.717,0.4,117,,,,,26
박정권,2013,SK,110,434,363,56,106,20,1,18,182,70,64,5,1,79,0,6,4,4,5,2,0.292,0.501,0.394,0.895,0.5,96,,,,,5
박정권,2014,SK,120,499,452,81,140,33,2,27,258,109,41,2,2,106,0,4,7,9,6,5,0.31,0.571,0.367,0.938,0.438,107,,,,,1
박정준,2010,LOT,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2
박정준,2011,NEX,50,107,92,6,19,7,0,0,26,5,14,0,1,24,0,0,0,1,4,0,0.207,0.283,0.318,0.601,0,,,,,,8
박정준,2012,NEX,18,28,27,3,5,1,1,0,8,0,1,0,0,8,0,0,0,0,0,0,0.185,0.296,0.214,0.51,,,,,,,5
박정준,2013,NC,78,195,166,24,41,6,0,4,59,21,23,0,1,44,1,3,5,2,3,3,0.247,0.355,0.337,0.692,0.714,,,,,,52
박정준,2014,NC,39,60,54,8,13,1,0,1,17,5,5,0,0,9,1,0,0,0,2,0,0.241,0.315,0.305,0.62,,,,,,,13
박정환,2010,SK,44,104,92,15,28,9,0,1,40,10,7,0,1,18,4,0,0,2,2,2,0.304,0.435,0.36,0.795,0,24,2,2,,,1
박정환,2011,SK,9,11,9,1,2,1,0,0,3,2,2,0,0,5,0,0,0,0,0,0,0.222,0.333,0.364,0.697,,8,,,,,
박종윤,2010,LOT,110,322,307,32,79,17,2,8,124,51,10,0,2,49,1,2,5,4,12,3,0.257,0.404,0.283,0.687,0.556,101,,,,,
박종윤,2011,LOT,111,162,149,24,42,7,0,2,55,29,7,1,0,27,2,4,3,2,3,4,0.282,0.369,0.306,0.675,0.6,65,,,,,
박종윤,2012,LOT,121,459,416,41,107,19,4,9,161,47,22,5,5,64,15,1,5,2,10,7,0.257,0.387,0.302,0.689,0.714,118,,,,,
박종윤,2013,LOT,115,416,381,37,97,24,2,7,146,58,21,3,5,56,3,6,4,2,9,4,0.255,0.383,0.298,0.681,0.667,111,,,,,
박종윤,2014,LOT,123,476,440,59,136,31,4,7,196,73,22,2,4,65,4,6,0,2,10,5,0.309,0.445,0.343,0.788,0,103,,,,,26
박준서,2010,LOT,22,56,49,4,6,2,0,0,8,1,3,0,1,10,3,0,1,0,1,3,0.122,0.163,0.189,0.352,1,,21,1,,,
박준서,2011,LOT,21,23,20,2,2,1,0,0,3,2,2,0,0,4,1,0,0,0,0,0,0.1,0.15,0.182,0.332,,2,5,6,7,,
박준서,2012,LOT,87,207,182,21,50,9,3,2,71,12,11,0,1,33,12,1,5,1,2,4,0.275,0.39,0.318,0.708,0.833,16,44,14,20,,
박준서,2013,LOT,79,139,124,15,37,6,1,2,51,32,13,1,2,23,0,0,2,0,5,3,0.298,0.411,0.374,0.785,1,15,21,3,,,5
박준서,2014,LOT,74,118,99,9,23,9,1,0,34,13,14,1,1,24,1,3,0,0,1,2,0.232,0.343,0.325,0.668,,20,22,2,,,1
박준태,2014,KIA,32,55,42,6,11,0,0,0,11,2,8,0,5,18,0,0,2,0,1,1,0.262,0.262,0.436,0.698,1,,,,,,30
박준혁,2014,HAN,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,2
박진만,2010,SAM,46,161,131,14,31,5,1,1,41,14,24,0,1,27,3,2,1,2,1,12,0.237,0.313,0.354,0.667,0.333,,,4,41,,
박진만,2011,SK,100,340,282,42,79,18,0,6,115,39,34,2,5,44,15,4,6,5,6,11,0.28,0.408,0.363,0.771,0.545,10,2,13,76,,
박진만,2012,SK,57,161,138,12,29,7,1,5,53,19,14,0,0,27,8,1,3,1,2,0,0.21,0.384,0.281,0.665,0.75,15,,2,42,,
박진만,2013,SK,100,326,276,25,69,14,1,3,94,24,37,0,5,47,5,3,3,4,6,9,0.25,0.341,0.346,0.687,0.429,2,,8,89,,
박진만,2014,SK,19,35,32,3,8,1,0,0,9,2,2,0,0,8,1,0,0,1,0,0,0.25,0.281,0.294,0.575,0,1,,7,9,,
박진원,2011,SK,7,11,11,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0.091,0.091,0.091,0.182,1,,,,,,5
박진환,2011,LOT,11,26,25,2,2,1,0,0,3,2,0,0,0,6,1,0,0,0,0,3,0.08,0.12,0.08,0.2,,,5,7,,,
박찬도,2013,SAM,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,,,,,,,1
박찬도,2014,SAM,28,8,8,8,4,0,0,0,4,3,0,0,0,2,0,0,6,2,0,0,0.5,0.5,0.5,1,0.75,1,,,,,17
박찬호,2014,KIA,17,23,22,3,2,1,0,0,3,0,1,0,0,10,0,0,0,0,0,1,0.091,0.136,0.13,0.266,,,,,16,,
박한이,2010,SAM,128,470,379,64,114,21,2,11,172,63,73,2,3,54,10,5,5,4,10,1,0.301,0.454,0.413,0.867,0.556,,,,,,122
박한이,2011,SAM,121,506,429,77,110,19,2,4,145,30,60,3,5,88,10,2,8,2,7,2,0.256,0.338,0.353,0.691,0.8,,,,,,120
박한이,2012,SAM,111,463,388,61,118,19,4,1,148,51,58,3,1,72,13,3,4,6,8,0,0.304,0.381,0.393,0.774,0.4,,,,,,106
박한이,2013,SAM,112,466,394,56,112,12,3,6,148,55,51,0,1,74,18,2,4,4,5,1,0.284,0.376,0.366,0.742,0.5,,,,,,111
박한이,2014,SAM,125,567,472,83,156,22,2,9,209,80,61,1,5,74,24,5,7,6,9,5,0.331,0.443,0.409,0.852,0.538,,,,,,124
박해민,2013,SAM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
박해민,2014,SAM,119,373,310,65,92,11,4,1,114,31,37,0,6,45,19,1,36,8,4,3,0.297,0.368,0.381,0.749,0.818,25,,,,,105
박헌도,2011,NEX,7,11,10,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0.091,0.091,,,,,,,5
박헌도,2012,NEX,23,42,34,3,6,0,0,0,6,1,7,0,0,12,0,1,0,0,0,0,0.176,0.176,0.31,0.486,,,,,,,13
박헌도,2013,NEX,9,13,12,0,1,1,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0.083,0.167,0.154,0.321,,,,,,,4
박헌도,2014,NEX,47,113,94,12,23,2,0,4,37,14,9,0,4,19,3,3,2,0,0,0,0.245,0.394,0.327,0.721,1,,,,,,41
박헌욱,2013,NC,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
배영섭,2010,SAM,11,26,24,5,7,2,0,0,9,3,2,0,0,6,0,0,1,0,1,0,0.292,0.375,0.346,0.721,1,,,,,,9
배영섭,2011,SAM,99,384,340,51,100,15,0,2,121,24,29,1,9,47,4,2,33,8,9,0,0.294,0.356,0.363,0.719,0.805,,,,,,98
배영섭,2012,SAM,122,479,412,64,101,15,2,2,126,34,48,0,9,69,7,3,27,6,4,3,0.245,0.306,0.335,0.641,0.818,,,,,,122
배영섭,2013,SAM,113,476,393,66,116,16,4,2,146,38,52,1,20,62,8,3,23,10,9,3,0.295,0.372,0.402,0.774,0.697,,,,,,110
백민기,2013,LOT,30,18,18,7,2,0,0,0,2,0,0,0,0,8,0,0,4,2,0,0,0.111,0.111,0.111,0.222,0.667,,,,,,12
백민기,2014,LOT,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,5
백상원,2013,SAM,5,4,4,1,2,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0.5,0.75,0.5,1.25,,,5,,,,
백상원,2014,SAM,31,26,22,7,4,0,0,0,4,2,3,0,0,3,0,1,0,0,0,3,0.182,0.182,0.269,0.451,,,11,3,4,,
백승룡,2011,HAN,38,64,51,7,9,2,0,0,11,3,7,0,2,13,4,0,1,1,1,0,0.176,0.216,0.3,0.516,0.5,,27,6,8,,
백승룡,2012,HAN,33,62,52,3,12,1,0,0,13,3,6,0,3,20,1,0,3,0,0,1,0.231,0.25,0.344,0.594,1,,16,,16,,
백승룡,2013,HAN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2,,,,
백용환,2013,KIA,26,58,52,4,9,4,0,0,13,3,6,0,0,16,0,0,0,0,3,1,0.173,0.25,0.259,0.509,,,,,,22,
백용환,2014,KIA,47,86,79,8,14,2,0,4,28,10,5,0,0,28,2,0,0,0,1,2,0.177,0.354,0.226,0.58,,,,,,46,
백창수,2010,LG,15,15,12,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,1,0,0,0.2,0.2,,,3,6,3,,
백창수,2011,LG,20,40,36,4,7,1,1,0,10,3,4,0,0,9,0,0,1,0,0,1,0.194,0.278,0.275,0.553,1,2,12,2,,,
백창수,2014,LG,51,96,84,15,17,2,0,1,22,10,10,0,0,17,1,1,3,4,2,1,0.202,0.262,0.284,0.546,0.429,,6,14,,,27
변용선,2010,LOT,3,3,3,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.666,,,,,,,
변용선,2012,LOT,7,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,7,
변진수,2012,DOO,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
봉중근,2013,LG,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
서건창,2012,NEX,127,501,433,70,115,21,10,1,159,40,45,0,7,43,13,3,39,12,4,7,0.266,0.367,0.342,0.709,0.765,,126,,,,
서건창,2013,NEX,86,372,316,53,84,13,2,0,101,18,33,0,11,29,8,4,26,7,3,4,0.266,0.32,0.352,0.672,0.788,,86,,,,
서건창,2014,NEX,128,616,543,135,201,41,17,7,297,67,59,0,8,47,4,2,48,17,1,7,0.37,0.547,0.438,0.985,0.738,,125,,,,
서동욱,2010,LG,11,47,45,5,11,1,0,2,18,4,2,0,0,15,0,0,0,0,1,0,0.244,0.4,0.277,0.677,,9,,1,,,7
서동욱,2011,LG,112,359,303,42,81,11,1,7,115,37,33,3,8,90,12,3,7,1,4,7,0.267,0.38,0.352,0.732,0.875,67,42,7,,,26
서동욱,2012,LG,103,324,273,32,59,9,3,0,74,17,32,1,7,78,10,2,3,2,7,6,0.216,0.271,0.312,0.583,0.6,16,96,,,,7
서동욱,2013,NEX,104,265,218,27,57,12,1,6,89,21,30,0,3,52,12,2,4,2,4,4,0.261,0.408,0.356,0.764,0.667,21,54,2,,,24
서동욱,2014,NEX,39,41,34,2,5,1,0,0,6,0,3,0,1,12,3,0,1,0,1,0,0.147,0.176,0.237,0.413,1,13,4,1,2,3,
서상우,2012,LG,6,10,9,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,,1,,,,,
서성종,2010,LG,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,3,
서용주,2013,KIA,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,2
성의준,2012,SAM,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,2,,,
성의준,2013,SAM,16,16,15,3,4,2,0,0,6,4,1,0,0,6,0,0,0,1,0,1,0.267,0.4,0.313,0.713,0,,9,7,1,,
손민한,2013,NC,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
손시헌,2010,DOO,128,499,433,51,118,19,1,8,163,62,46,2,7,64,10,3,0,2,12,14,0.273,0.376,0.35,0.726,0,,,,128,,
손시헌,2011,DOO,92,351,298,39,84,10,1,4,108,28,37,0,9,44,7,0,2,1,9,6,0.282,0.362,0.378,0.74,0.667,,,,92,,
손시헌,2012,DOO,86,312,272,24,67,11,1,5,95,31,21,0,4,40,11,4,4,2,12,5,0.246,0.349,0.306,0.655,0.667,,,,85,,
손시헌,2013,DOO,93,268,234,35,59,14,1,1,78,26,21,0,6,38,6,1,3,1,5,4,0.252,0.333,0.328,0.661,0.75,,,,92,,
손시헌,2014,NC,97,361,307,39,90,20,1,5,127,39,34,0,7,53,5,8,2,1,10,6,0.293,0.414,0.368,0.782,0.667,,,,97,,
손아섭,2010,LOT,121,487,422,85,129,23,0,11,185,47,50,0,1,82,9,5,6,2,2,4,0.306,0.438,0.377,0.815,0.75,,,,,,112
손아섭,2011,LOT,116,492,442,79,144,25,5,15,224,83,43,1,2,80,1,4,13,4,6,7,0.326,0.507,0.385,0.892,0.765,,,,,,109
손아섭,2012,LOT,132,556,503,61,158,26,0,5,199,58,41,4,6,79,2,4,10,5,7,3,0.314,0.396,0.37,0.766,0.667,,,,,,131
손아섭,2013,LOT,128,568,498,83,172,23,4,11,236,69,64,6,3,88,0,3,36,7,9,8,0.345,0.474,0.421,0.895,0.837,,,,,,124
손아섭,2014,LOT,122,570,483,105,175,25,3,18,260,80,80,7,5,78,0,2,10,3,7,4,0.362,0.538,0.456,0.994,0.769,,,,,,121
손용석,2011,LOT,49,71,57,11,15,3,1,0,20,12,10,0,1,9,2,1,1,0,1,0,0.263,0.351,0.377,0.728,1,,29,13,,,
손용석,2012,LOT,43,70,64,3,17,2,0,0,19,5,5,0,1,13,0,0,0,0,1,0,0.266,0.297,0.329,0.626,,,26,11,,,
손용석,2013,LOT,3,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,,,1,,,,
손용석,2014,LOT,3,4,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,,,2,1,,,
손인호,2010,LG,42,71,62,6,20,4,0,2,30,12,5,0,0,14,2,2,1,0,1,0,0.323,0.484,0.362,0.846,1,,,,,,15
손인호,2011,LG,23,51,47,6,12,2,0,2,20,9,2,0,0,7,1,1,0,0,1,1,0.255,0.426,0.28,0.706,,9,,,,,5
손인호,2012,LG,4,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,1,,,,,2
손주인,2010,SAM,27,32,26,2,5,3,0,0,8,3,3,1,1,4,2,0,0,1,0,3,0.192,0.308,0.3,0.608,0,,7,7,12,,
손주인,2011,SAM,63,122,113,9,30,5,0,1,38,8,1,0,2,19,5,1,0,1,5,4,0.265,0.336,0.282,0.618,0,,31,26,23,,
손주인,2012,SAM,96,167,146,11,36,6,2,0,46,17,10,0,3,15,7,1,1,1,3,3,0.247,0.315,0.306,0.621,0.5,,63,18,28,,
손주인,2013,LG,125,423,351,42,93,17,3,3,125,41,40,0,6,63,20,6,9,6,8,8,0.265,0.356,0.345,0.701,0.6,,121,11,4,,
손주인,2014,LG,120,400,341,50,99,11,0,5,125,30,30,0,8,42,17,4,4,2,8,11,0.29,0.367,0.358,0.725,0.667,1,73,47,2,,
손지환,2010,HAN,25,65,59,6,13,3,0,1,19,3,2,0,3,5,1,0,0,2,1,2,0.22,0.322,0.281,0.603,0,,1,24,,,
손형준,2012,SAM,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,,,,,2
송광민,2010,HAN,77,291,263,30,68,11,0,6,97,34,21,1,2,68,3,2,4,4,5,8,0.259,0.369,0.316,0.685,0.5,,,76,7,,
송광민,2013,HAN,67,268,245,33,64,13,0,7,98,33,18,0,4,62,1,0,1,1,8,6,0.261,0.4,0.322,0.722,0.5,,,1,67,,
송광민,2014,HAN,103,421,389,52,123,22,2,11,182,58,26,2,0,73,4,2,3,2,15,23,0.316,0.468,0.357,0.825,0.6,,,82,37,,
송산,2012,KIA,39,90,80,6,13,2,0,0,15,11,5,0,1,25,4,0,0,0,5,0,0.163,0.188,0.221,0.409,,,,,,34,
송승준,2013,LOT,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
송승준,2014,LOT,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
송주호,2013,HAN,28,34,31,5,4,0,0,0,4,0,2,0,0,8,1,0,0,2,0,0,0.129,0.129,0.182,0.311,0,,,,,,21
송주호,2014,HAN,17,26,22,5,3,0,0,0,3,2,4,0,0,7,0,0,1,0,0,0,0.136,0.136,0.269,0.405,1,,,,,,17
송지만,2010,NEX,127,432,375,52,109,15,1,17,177,63,41,4,8,85,2,6,5,2,5,3,0.291,0.472,0.367,0.839,0.714,,,,,,73
송지만,2011,NEX,106,350,301,43,80,8,1,9,117,43,38,3,3,78,5,3,9,1,5,1,0.266,0.389,0.351,0.74,0.9,,,,,,69
송지만,2012,NEX,14,46,40,2,7,0,0,0,7,4,4,0,1,9,0,1,2,0,3,0,0.175,0.175,0.261,0.436,1,,,,,,11
송지만,2013,NEX,34,56,51,6,14,1,0,2,21,8,4,0,1,14,0,0,0,0,1,0,0.275,0.412,0.339,0.751,,,,,,,16
송창식,2012,HAN,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
스나이더,2014,LG,37,113,100,17,21,7,0,4,40,17,9,0,3,31,0,1,0,2,0,1,0.21,0.4,0.292,0.692,0,,,,,,27
스캇,2014,SK,33,130,105,17,28,7,0,6,53,17,20,1,3,18,0,2,0,0,1,0,0.267,0.505,0.392,0.897,,,,,,,11
신경현,2010,HAN,119,292,253,29,63,13,0,10,106,40,27,1,0,54,9,3,6,5,10,4,0.249,0.419,0.318,0.737,0.545,,,,,116,
신경현,2011,HAN,103,267,233,18,62,9,0,1,74,27,23,0,2,50,7,2,5,4,7,3,0.266,0.318,0.335,0.653,0.556,,,,,100,
신경현,2012,HAN,76,171,149,10,27,0,0,0,27,9,13,0,2,25,5,2,1,0,4,3,0.181,0.181,0.253,0.434,1,,,,,70,
신동훈,2012,LG,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
신명철,2010,SAM,125,476,397,56,111,22,1,9,162,57,56,2,4,82,13,6,20,9,14,13,0.28,0.408,0.369,0.777,0.69,,122,,,,
신명철,2011,SAM,117,382,331,38,69,11,2,2,90,39,38,0,3,68,8,2,13,10,10,7,0.208,0.272,0.294,0.566,0.565,,114,,,,
신명철,2012,SAM,44,112,100,9,21,2,1,2,31,7,8,0,0,18,4,0,1,2,2,3,0.21,0.31,0.269,0.579,0.333,1,44,,,,
신명철,2013,SAM,37,86,72,10,17,1,0,0,18,5,9,0,0,20,4,1,3,2,4,3,0.236,0.25,0.317,0.567,0.6,3,34,,,,
신본기,2012,LOT,50,67,57,9,6,0,0,0,6,3,9,0,1,17,0,0,1,1,3,1,0.105,0.105,0.239,0.344,0.5,,8,5,36,,
신본기,2013,LOT,99,281,240,27,55,11,0,1,69,25,24,1,5,55,12,0,6,3,2,10,0.229,0.288,0.312,0.6,0.667,,2,11,95,,
신본기,2014,LOT,63,130,113,20,26,6,1,4,46,13,5,0,4,25,6,2,1,1,0,4,0.23,0.407,0.282,0.689,0.5,,,6,55,,
신재웅,2013,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
신종길,2010,KIA,58,144,131,22,42,6,3,1,57,18,4,0,4,25,5,0,16,2,1,0,0.321,0.435,0.36,0.795,0.889,,,,,,38
신종길,2011,KIA,116,315,281,40,62,12,1,5,91,35,27,0,5,59,1,1,23,6,5,1,0.221,0.324,0.299,0.623,0.793,,,,,,102
신종길,2012,KIA,44,92,83,10,13,2,2,1,22,2,5,0,0,26,3,1,5,5,0,1,0.157,0.265,0.202,0.467,0.5,1,,,,,36
신종길,2013,KIA,104,427,377,55,117,22,5,4,161,50,30,0,5,86,11,4,29,6,3,0,0.31,0.427,0.365,0.792,0.829,,,,,,95
신종길,2014,KIA,103,399,360,60,105,24,6,9,168,51,29,0,2,92,5,3,20,7,2,4,0.292,0.467,0.345,0.812,0.741,,,,,,93
신현철,2011,NEX,13,12,9,1,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0.25,0.25,,,6,3,,,
신현철,2012,NEX,11,26,26,2,6,2,0,0,8,3,0,0,0,5,0,0,0,0,0,1,0.231,0.308,0.231,0.539,,,2,5,3,,
신현철,2013,NEX,6,11,9,2,1,0,0,0,1,0,2,0,0,3,0,0,0,0,1,2,0.111,0.111,0.273,0.384,,,1,1,4,,
신현철,2014,SK,60,75,65,10,17,3,0,1,23,3,8,0,0,16,2,0,1,0,3,8,0.262,0.354,0.342,0.696,1,,12,22,22,,
심광호,2011,LG,25,39,35,1,4,1,0,0,5,1,1,0,2,15,1,0,0,0,1,2,0.114,0.143,0.184,0.327,,,,,,23,
심광호,2012,LG,43,82,73,4,15,3,0,0,18,6,3,0,1,19,4,1,1,1,1,1,0.205,0.247,0.244,0.491,0.5,,,,,43,
안경현,2010,SK,8,15,13,2,2,0,0,1,5,2,1,1,0,2,1,0,0,0,0,0,0.154,0.385,0.214,0.599,,7,,1,,,
안동현,2011,DOO,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,1,,,,
안정광,2011,SK,15,20,18,1,4,0,0,0,4,3,2,0,0,5,0,0,0,0,0,0,0.222,0.222,0.3,0.522,,,7,4,,,
안정광,2012,SK,6,16,15,1,4,1,0,0,5,0,1,0,0,4,0,0,0,1,0,2,0.267,0.333,0.313,0.646,0,,,4,,,
안정광,2014,SK,15,32,29,4,6,1,0,0,7,4,3,0,0,9,0,0,1,1,0,0,0.207,0.241,0.281,0.522,0.5,1,,9,,,
안치용,2010,SK,30,58,48,3,15,1,0,1,19,4,8,0,1,10,0,1,2,1,2,0,0.313,0.396,0.414,0.81,0.667,,,,,,20
안치용,2011,SK,93,267,219,45,68,8,0,12,112,42,44,0,1,56,2,1,3,0,2,0,0.311,0.511,0.426,0.937,1,,,,,,60
안치용,2012,SK,92,232,198,23,44,10,1,6,74,23,31,0,1,66,2,0,3,0,3,0,0.222,0.374,0.33,0.704,1,,,,,,67
안치용,2013,SK,17,45,41,2,10,0,0,1,13,5,4,0,0,17,0,0,1,0,0,0,0.244,0.317,0.311,0.628,1,,,,,,7
안치홍,2010,KIA,133,537,461,79,134,21,3,8,185,50,49,1,7,96,16,4,18,5,12,9,0.291,0.401,0.365,0.766,0.783,,133,,1,,
안치홍,2011,KIA,115,433,378,54,119,21,4,5,163,46,33,1,3,55,17,2,9,4,13,9,0.315,0.431,0.373,0.804,0.692,,115,,,,
안치홍,2012,KIA,132,558,489,60,141,31,2,3,185,64,42,4,6,74,14,7,20,3,12,11,0.288,0.378,0.347,0.725,0.87,,131,,,,
안치홍,2013,KIA,118,484,414,56,103,15,0,3,127,39,52,0,6,74,7,5,16,1,13,8,0.249,0.307,0.338,0.645,0.941,,116,,,,
안치홍,2014,KIA,126,479,434,65,147,31,2,18,236,88,33,1,6,65,2,4,19,6,11,9,0.339,0.544,0.39,0.934,0.76,,123,,,,
안태영,2013,NEX,12,37,34,3,12,2,0,1,17,3,1,0,2,14,0,0,0,0,0,0,0.353,0.5,0.405,0.905,,,,,,,
안태영,2014,NEX,41,80,63,12,17,6,0,1,26,9,7,0,10,21,0,0,1,0,3,0,0.27,0.413,0.425,0.838,1,6,,,,,
알드리지,2011,NEX,117,480,414,55,98,20,1,20,180,73,59,2,2,139,0,5,6,2,5,1,0.237,0.435,0.331,0.766,0.75,,,,,,114
앤서니,2013,KIA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
양성우,2012,HAN,45,103,87,12,17,3,0,0,20,3,15,0,1,27,0,0,6,1,1,0,0.195,0.23,0.32,0.55,0.857,,,,,,40
양성우,2013,HAN,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,1
양영동,2011,LG,51,83,70,9,11,2,0,0,13,2,12,0,1,20,0,0,4,1,1,0,0.157,0.186,0.289,0.475,0.8,,,,,,46
양영동,2012,LG,72,82,71,23,14,2,1,0,18,4,7,0,1,14,3,0,12,0,1,0,0.197,0.254,0.278,0.532,1,,,,,,51
양영동,2013,LG,48,45,39,12,9,1,0,0,10,2,3,0,0,13,3,0,4,4,0,0,0.231,0.256,0.286,0.542,0.5,,,,,,41
양의지,2010,DOO,127,430,374,48,100,14,1,20,176,68,40,1,8,68,5,3,4,1,12,10,0.267,0.471,0.348,0.819,0.8,,,,,125,
양의지,2011,DOO,119,438,376,43,113,14,3,4,145,46,44,2,3,58,11,4,3,3,12,6,0.301,0.386,0.375,0.761,0.5,,,,,118,
양의지,2012,DOO,122,416,359,39,100,22,1,5,139,27,37,2,10,51,9,1,1,2,17,5,0.279,0.387,0.361,0.748,0.333,1,,,,113,
양의지,2013,DOO,114,367,311,37,77,19,0,7,117,57,36,1,8,50,9,3,6,1,11,4,0.248,0.376,0.338,0.714,0.857,,,,,114,
양의지,2014,DOO,97,338,296,40,87,23,1,10,142,46,24,1,9,34,5,4,4,3,8,10,0.294,0.48,0.36,0.84,0.571,,,,,93,
양종민,2010,LOT,7,10,9,0,1,1,0,0,2,3,1,0,0,3,0,0,0,0,0,1,0.111,0.222,0.2,0.422,,,,,6,,
양종민,2011,LOT,58,64,55,11,13,2,0,0,15,5,5,0,0,21,4,0,0,3,1,3,0.236,0.273,0.3,0.573,0,,9,2,39,,
양종민,2012,LOT,2,4,4,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0.25,0.25,0.25,0.5,1,,,,1,,
양종민,2013,LOT,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
양종민,2014,DOO,5,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,3,1,1,,
양준혁,2010,SAM,64,175,142,10,34,6,0,1,43,20,28,2,3,20,0,2,0,1,3,0,0.239,0.303,0.371,0.674,0,3,,,,,1
엄태용,2013,HAN,39,66,64,2,15,4,0,0,19,5,2,0,0,19,0,0,1,0,1,2,0.234,0.297,0.258,0.555,1,,,,,39,
